id,imagem,url
54,Cascadia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Cascadia.png
55,Catalunha.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Catalunha.png
56,Cayman Islands.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Cayman Islands.png
57,Central African Republic.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Central African Republic.png
58,Chad.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Chad.png
59,Chagos Islands.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Chagos Islands.png
60,Chameria.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Chameria.png
61,Chechnya.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Chechnya.png
62,Chile.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Chile.png
63,china.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/china.png
64,Cilento.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Cilento.png
65,Colômbia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Colômbia.png
66,Comoros.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Comoros.png
67,Congo.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Congo.png
68,Cook Islands.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Cook Islands.png
69,Corsica.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Corsica.png
70,Costa Rica.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Costa Rica.png
71,County of Nice.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/County of Nice.png
72,Crimea.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Crimea.png
73,Croatia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Croatia.png
74,Cuba.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Cuba.png
75,Curaçao.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Curaçao.png
76,Cyprus.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Cyprus.png
77,Czech Republic.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Czech Republic.png
78,Czecholosvakia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Czecholosvakia.png
79,Darfur.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Darfur.png
80,Dinamarca.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Dinamarca.png
81,Djibouti.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Djibouti.png
82,Domanica.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Domanica.png
83,Dominican Republic.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Dominican Republic.png
84,Donetsk PR.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Donetsk PR.png
85,DR Congo.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/DR Congo.png
86,Délvidék.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Délvidék.png
87,Ecuador.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Ecuador.png
88,Egito.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Egito.png
89,El Salvador.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/El Salvador.png
90,Elba Island.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Elba Island.png
91,Ellan Vannin.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Ellan Vannin.png
92,England.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/England.png
93,Equatorial Guinea.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Equatorial Guinea.png
94,Eritrea.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Eritrea.png
95,Espanha.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Espanha.png
96,Estônia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Estônia.png
97,Eswatini.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Eswatini.png
98,Ethiopia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Ethiopia.png
99,Falkland Islands.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Falkland Islands.png
100,Faroe Islands.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Faroe Islands.png
101,Felvidék.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Felvidék.png
102,Fiji.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Fiji.png
103,Filipinas.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Filipinas.png
104,Finlandia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Finlandia.png
105,Franch Guiana.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Franch Guiana.png
106,Franconia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Franconia.png
107,França.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/França.png
108,Frøya.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Frøya.png
109,Gabon.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Gabon.png
110,Galicia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Galicia.png
111,Georgia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Georgia.png
112,Ghana.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Ghana.png
113,Gibraltar.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Gibraltar.png
114,Gotland.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Gotland.png
115,Gozo.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Gozo.png
116,Greenland.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Greenland.png
117,Grenada.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Grenada.png
118,Grécia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Grécia.png
119,Guadeloupe.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Guadeloupe.png
120,Guam.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Guam.png
121,Guatemala.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Guatemala.png
122,guensey.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/guensey.png
123,Guinea-Bissau.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Guinea-Bissau.png
124,Guinea.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Guinea.png
125,guyana.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/guyana.png
126,Găgăuzia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Găgăuzia.png
127,Haiti.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Haiti.png
128,Hitra.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Hitra.png
129,Hmong.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Hmong.png
130,holanda.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/holanda.png
131,Honduras.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Honduras.png
132,Iceland.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Iceland.png
133,imagens.csv,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/imagens.csv
134,India.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/India.png
135,Indonésia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Indonésia.png
